City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
34,hamilton,39.1834,39.1834,28.37,75,100,6.69,US,1690433235
35,yellowknife,62.456,62.456,22.29,37,40,3.6,CA,1690433533
36,talnakh,69.4865,69.4865,27.34,42,45,1.94,RU,1690433584
37,cruzeiro do sul,-29.5128,-29.5128,14.18,89,45,1.0,BR,1690433423
38,puerto baquerizo moreno,-0.9,-0.9,23.86,81,94,5.99,EC,1690433576
39,sao joao da barra,-21.6403,-21.6403,21.5,87,94,5.8,BR,1690433643
40,touros,-5.1989,-5.1989,23.96,88,47,4.93,BR,1690433501
41,ariquemes,-9.9133,-9.9133,22.07,57,20,0.54,BR,1690433591
42,port lincoln,-34.7333,-34.7333,17.63,65,97,7.69,AU,1690433316
43,lloydminster,53.2835,53.2835,13.12,94,75,5.14,CA,1690433622
44,zhezqazghan,47.7833,47.7833,24.32,46,20,5.0,KZ,1690433644
45,albany,42.6001,42.6001,23.74,83,100,2.44,US,1690433518
46,puerto ayora,-0.7393,-0.7393,24.75,93,86,2.68,EC,1690433543
47,strezhevoy,60.7333,60.7333,21.03,68,81,4.31,RU,1690433645
48,bethel,41.3712,41.3712,24.72,77,0,4.12,US,1690433269
